Filename,Scenario ID,Tokens Input,Model Type,Tokens Output Iteration_1,Tokens Output Iteration_2,Tokens Output Iteration_3,Tokens Output Iteration_4,Tokens Output Iteration_5,Fitness Iteration_1,Fitness Iteration_2,Fitness Iteration_3,Fitness Iteration_4,Fitness Iteration_5,Cost Input,Cost Output,Cost Total,Time,Simulation Status,Simulation Time
sdram_controller_kgoliya_buggy2.v,13,6996,gpt-4o,2685,2663.0,2958.0,2686.0,2691.0,0.0,0.7274131614953436,0.7288255285342279,0.7288255285342279,0.7288255285342279,,,,,,
decoder_3_to_8_wadden_buggy1.v,14,1890,gpt-4o,315,396.0,396.0,396.0,396.0,1.0,1.0,1.0,1.0,1.0,,,,,,
decoder_3_to_8_wadden_buggy2.v,14,1690,gpt-4o,375,376.0,379.0,356.0,371.0,1.0,0.0,1.0,0.75,1.0,,,,,,
first_counter_overflow_wadden_buggy1.v,14,1971,gpt-4o,339,375.0,375.0,296.0,362.0,0.7655172413793103,0.9310344827586208,0.8758620689655172,0.9310344827586208,0.9310344827586208,,,,,,
first_counter_overflow_wadden_buggy2.v,14,1239,gpt-4o,335,339.0,359.0,339.0,339.0,0.7655172413793103,0.7655172413793103,0.7655172413793103,0.7655172413793103,0.7655172413793103,,,,,,
first_counter_overflow_kgoliya_buggy1.v,14,2470,gpt-4o,332,351.0,383.0,364.0,377.0,1.0,1.0,0.8758620689655172,1.0,0.8758620689655172,,,,,,
tff_wadden_buggy1.v,14,898,gpt-4o,77,79.0,77.0,69.0,72.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,1.0,0.8823529411764706,,,,,,
tff_wadden_buggy2.v,14,900,gpt-4o,75,70.0,73.0,75.0,85.0,1.0,0.8823529411764706,0.8823529411764706,1.0,0.8823529411764706,,,,,,
fsm_full_wadden_buggy1.v,14,2381,gpt-4o,1044,1044.0,1062.0,1038.0,1044.0,1.0,1.0,1.0,1.0,1.0,,,,,,
fsm_full_wadden_buggy2.v,14,2536,gpt-4o,962,1016.0,1022.0,1012.0,988.0,0.8095238095238095,0.902439024390244,0.7142857142857143,0.902439024390244,0.902439024390244,,,,,,
fsm_full_ssscrazy_buggy1.v,14,2363,gpt-4o,1028,1030.0,1022.0,1025.0,1028.0,1.0,1.0,1.0,0.8048780487804879,1.0,,,,,,
fsm_full_ssscrazy_buggy2.v,14,2873,gpt-4o,1044,1040.0,1016.0,1019.0,1048.0,1.0,1.0,1.0,1.0,1.0,,,,,,
lshift_reg_wadden_buggy1.v,14,3434,gpt-4o,261,260.0,229.0,257.0,254.0,1.0,1.0,1.0,0.0,1.0,,,,,,
lshift_reg_wadden_buggy2.v,14,1900,gpt-4o,261,263.0,270.0,260.0,202.0,1.0,1.0,0.896551724137931,1.0,1.0,,,,,,
lshift_reg_kgoliya_buggy1.v,14,1944,gpt-4o,260,231.0,260.0,204.0,255.0,1.0,1.0,1.0,0.8620689655172413,1.0,,,,,,
mux_4_1_wadden_buggy1.v,14,2625,gpt-4o,237,236.0,236.0,240.0,240.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_wadden_buggy2.v,14,2625,gpt-4o,227,188.0,235.0,187.0,227.0,1.0,1.0,1.0,1.0,1.0,,,,,,
mux_4_1_kgoliya_buggy1.v,14,2290,gpt-4o,197,237.0,236.0,236.0,236.0,1.0,1.0,1.0,1.0,1.0,,,,,,
i2c_slave_model_wadden_buggy1.v,14,4188,gpt-4o,2907,2194.0,2911.0,2941.0,2914.0,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,0.8383484759562883,,,,,,
i2c_slave_model_wadden_buggy2.v,14,4195,gpt-4o,2926,2920.0,2265.0,2955.0,2920.0,0.8383484759562883,0.8383484759562883,0.9161460229256588,1.0,0.8383484759562883,,,,,,
i2c_master_bit_ctrl_kgoliya_buggy1.v,14,20290,gpt-4o,5621,5664.0,5889.0,5705.0,4959.0,0.0,1.0,0.0,0.1941063788436681,1.0,,,,,,
keccak_wadden_buggy1.v,14,5137,gpt-4o,913,920.0,722.0,933.0,920.0,0.0,0.0,0.0,0.0,0.0,,,,,,
keccak_wadden_buggy2.v,14,5087,gpt-4o,906,901.0,901.0,901.0,901.0,0.0,0.0,0.0,0.0,0.0,,,,,,
padder_ssscrazy_buggy1.v,14,3696,gpt-4o,863,831.0,864.0,868.0,869.0,0.9167437069124912,0.9167437069124912,0.9167437069124912,0.5495126654164135,0.9167437069124912,,,,,,
round_ssscrazy_buggy1.v,14,6465,gpt-4o,2085,2119.0,2102.0,2105.0,2108.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy1.v,14,2847,gpt-4o,1611,1621.0,1629.0,1641.0,1617.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_kgoliya_buggy1.v,14,2844,gpt-4o,1619,1617.0,1618.0,1618.0,1618.0,0.0,0.0,0.0,0.0,0.0,,,,,,
tate_pairing_wadden_buggy2.v,14,2835,gpt-4o,1645,1469.0,1629.0,1640.0,1616.0,0.0,0.0,0.0,0.0,0.0,,,,,,
BM_lamda_ssscrazy_buggy1.v,14,6001,gpt-4o,2324,2597.0,2713.0,2544.0,2727.0,0.1850793517052943,0.1809762112417671,0.2848139432712041,0.1850793517052943,0.1820786114504781,,,,,,
out_stage_ssscrazy_buggy1.v,14,1854,gpt-4o,690,507.0,507.0,516.0,516.0,0.9999783341227336,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy1.v,14,8106,gpt-4o,2947,2944.0,2693.0,2952.0,2970.0,0.7322619100181024,1.0,1.0,1.0,1.0,,,,,,
sdram_controller_wadden_buggy2.v,14,8729,gpt-4o,2925,2670.0,2947.0,2947.0,2944.0,1.0,1.0,0.9982781456953642,0.9986312861494988,0.1616770996841727,,,,,,
sdram_controller_kgoliya_buggy2.v,14,7375,gpt-4o,2946,2949.0,2967.0,2946.0,2946.0,0.7288255285342279,0.7288255285342279,0.7274131614953436,0.7288255285342279,0.7288255285342279,,,,,,
